20191026,渝北,石子山,冉家坝 天邻风景 精装三房 视野开阔 采光很好 大阳台,135万,低楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 110平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/prod-06d12ee0-2e39-44cb-bae6-6ddc672c80cc.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区 2室2厅 东,125万,低楼层(共32层)                                                    | 2012年建 |                                 2室2厅 | 61.47平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/883cb623-b936-4cec-9d95-e7f43db8a95b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,精装修正规一室一厅，配套完善，出行便捷新上,120万,高楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 52.93平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/d69cf04a-bd73-4cc7-a440-bcaf09ed80e6.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,源著天街旁 温馨三房 视野开阔 家电齐全,176万,中楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 130.91平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/e8b3f17d-26d6-473b-8446-33fd9d889136.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝 天邻风景 精装三房 视野开阔 采光很好很安静,150万,低楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 105平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/002fca73-5f75-4fba-87db-701a2007dbaa.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天街+轻轨+大平层+精装修+业主诚心,198万,低楼层(共30层)                                                    | 2005年建 |                                 4室2厅 | 182.16平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/038760b1-7214-4fb7-9015-fc7640280c51.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,坡顶洋房 一梯两户 小区中庭位置 住家安静,360万,高楼层(共8层)                                                    | 2012年建 |                                 3室2厅 | 123.28平米                                  | 南,https://ke-image.ljcdn.com/500000-frame/3d126ba6-7f9a-4fe8-bf77-a6a06e60f1b15.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区清水花园洋房+南北朝向+带阳台+看中庭新上,360万,中楼层(共12层)                                                    | 2012年建 |                                 4室2厅 | 143.78平米                                  | 南 北,https://ke-image.ljcdn.com/hdic-frame/prod-897975c9-e8eb-4cd5-aaa6-0d5d365a5225.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,渝北冉家坝天邻风景顶楼大露台房，空中花园,220万,高楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 180.47平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/3af55910-af04-45cd-ba91-94384fc34db2.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,渝北冉家坝天邻风景简装三房，朝南，带衣帽间，出让地,160万,低楼层(共31层)                                                    | 2008年建 |                                 3室2厅 | 126平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/fcc61926-f8ed-451c-839e-09a86267e49e.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,环境优美，人车分流，业主自家装修,160万,低楼层(共32层)                                                    | 2008年建 |                                 4室1厅 | 130.52平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/dc155e5a-945e-4d58-a183-88ce1633d02c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,佳居花园 住家三房 出行方便  业主诚心出售,128万,低楼层(共31层)                                                    | 2008年建 |                                 3室1厅 | 122.8平米                                  | 南,https://ke-image.ljcdn.com/500000-frame/62716b4a-d01f-4e7b-a33c-7cb63368d364.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区 端头三房+天街+轻轨环线,195万,低楼层(共34层)                                                    | 2012年建 |                                 3室2厅 | 91.97平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/ddbeb721-7a15-4cf6-9be1-fb2b33f494ff.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,轻轨房+看中庭、安静+视野开阔,125万,中楼层(共32层)                                                    | 2012年建 |                                 1室1厅 | 57平米                                  | 西,https://ke-image.ljcdn.com/hdic-frame/6cab67ff-8869-4e93-9100-8899144e0dd1.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,源著天街旁，一室一厅户型，证在手交易方便,90万,低楼层(共32层)                                                    | 2008年建 |                                 1室1厅 | 52.18平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/4f3c5cd4-be3b-46d9-b88e-058ef39a2a33.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区精装大4房+大阳台++看公园安静,420万,低楼层(共33层)                                                    | 2011年建 |                                 4室2厅 | 172平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/prod-6820e984-2ca7-40c1-82f0-116ef4d5af84.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区小户型容易出租，居家舒适安静,85万,低楼层(共39层)                                                    | 2015年建 |                                 1室1厅 | 52平米                                  | 北,https://ke-image.ljcdn.com/500000-frame/c3f3a12b-2e7b-4486-a766-8fc376077411.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,诚投天邻风景 茶楼麻将馆精装诚心出售,570万,低楼层(共32层)                                                    | 2008年建 |                                 4室2厅 | 300平米                                  | 西南,https://ke-image.ljcdn.com/500000-inspection/7f405d62-1af3-4eae-81ee-456bbf92da09.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天邻风景冉家坝天街旁精装三房近轻轨人车分流,185万,低楼层(共31层)                                                    | 2008年建 |                                 3室1厅 | 126平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/78675330-6c83-424b-bcde-318732f3ffa3.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,（私密露台）（公园视野）（居家精装）（看房方便）,190万,低楼层(共32层)                                                    | 2012年建 |                                 2室2厅 | 90平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/90b76309-95fb-4e73-b9c9-ae6260f264b1.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝正规3房2卫带衣帽间装修好有天街公园,185万,中楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 125平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/2ea12b44-bacd-494d-b980-8780550e826c.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝天邻风景 全中庭坐北朝南 清水房可随意装修,164万,中楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 125平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/f51f739b-0ba2-4ec3-87ab-44f996472aa8.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,诚投天邻风景 3室2厅 南,250万,低楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 125平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/ca695eae-b83a-4f68-a055-89f83d87ca37.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区96平160万两房带书房,180万,低楼层(共39层)                                                    | 2015年建 |                                 3室2厅 | 96平米                                  | 西北,https://ke-image.ljcdn.com/500000-inspection/9d3c1396-d71a-4b35-ae18-b55fc8e80dc2.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区三期精装单间配套！,88万,高楼层(共39层)                                                    | 2015年建 |                                 1室0厅 | 52平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/fe0faa04-38a4-4e47-8a6a-c67deb5a9b4f.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,石子山+北岸新洲+装修三房家具家电+带车位,210万,低楼层(共11层)                                                    | 2008年建 |                                 3室2厅 | 120.23平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/f9d8d465-54d8-40c7-b192-f29e6bcc2909.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,正规三室两厅，精装三房带多功能间,215万,中楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 151平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/beecc03d-7f09-4618-9be4-a0d11d30c7a8.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,三轻轨 朝中庭 出租装修 交通出行方便,175万,高楼层(共28层)                                                    | 2008年建 |                                 4室2厅 | 192平米                                  | 南,https://ke-image.ljcdn.com/500000-frame/3c8319fb-5f05-4d71-8dda-d05445fd347a.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区带入户花园，两面采光。,345万,低楼层(共33层)                                                    | 2011年建 |                                 3室2厅 | 139平米                                  | 南,https://ke-image.ljcdn.com/500000-frame/9bec757b-4182-42e4-8db5-bb2acf08d905.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,正规三房两卫，装修保养新，位置好近轻轨，,150万,低楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 114.3平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/06e6e661-5438-4d18-ac70-2344e36b2682.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,高层朝南采光好，正规三房两位带衣帽间,180万,中楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 125平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/c82d68cb-096c-4084-8708-e2842f9d9e23.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,端头小三房，精装修30几万，业主诚心出售,238万,高楼层(共32层)                                                    | 2012年建 |                                 3室2厅 | 90.54平米                                  | 东北,https://ke-image.ljcdn.com/hdic-frame/3389d57b-9fe6-45e3-a9d3-11b7b81c377d.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,源著天街旁+装修4房+带使用权车位+朝中庭+大阳台,200万,中楼层(共21层)                                                    | 2005年建 |                                 4室2厅 | 161.68平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/86dc906b-c6d4-4b2d-824c-2dff6c6b7009.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,北岸新洲 正规一房 石子山旁 源著天街 配套齐全,90万,低楼层(共27层)                                                    | 2008年建 |                                 1室1厅 | 55.91平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/34dbfb33-6e24-4d35-8d26-e612b8eb2430.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天邻风景 大户型 住家安静  宽敞明亮,170万,低楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 159平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/d0b03c94-e9c4-4c16-a8df-7a67de51b9cb.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,渝北冉家坝 临三轻轨 大四房 朝向好 诚心出售,158万,中楼层(共28层)                                                    | 2008年建 |                                 4室2厅 | 156.13平米                                  | 东南,https://ke-image.ljcdn.com/500000-frame/7910ae94-4913-4d7c-ba7c-7cb8387c6017.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区  朝向好 看北区小洋房 视野开阔,105万,中楼层(共39层)                                                    | 2015年建 |                                 2室2厅 | 58平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/69a80575-15df-4a70-a4df-0dfbc1495a6d.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,顶跃+天街+露台+轻轨+证在手,349万,高楼层(共30层)                                                    | 2005年建 |                                 4室3厅 | 293平米                                  | 南,https://ke-image.ljcdn.com/500000-frame/a5010757-ef16-4518-9f77-d64c4ac56293.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,清水洋房，居家安静，户型方正，业主诚心卖,272万,高楼层(共6层)                                                    | 2015年建 |                                 3室2厅 | 89.34平米                                  | 东南,https://ke-image.ljcdn.com/500000-inspection/4a7c6a0a-d9d7-4992-b79f-241463609beb.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,地理位置优越 户型方正 采光好 业主诚心出售,150万,高楼层(共32层)                                                    | 2017年建 |                                 2室2厅 | 78.3平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,冉家坝 北岸新洲 正规大三房 拎包入住 住家安静,180万,中楼层(共11层)                                                    | 2008年建 |                                 3室1厅 | 116.26平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/ec60e354-7714-4971-a351-9e082212b0da.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,北部新区 冉家坝 北岸新洲 装修3房 看房预约,158万,高楼层(共26层)                                                    | 2008年建 |                                 3室2厅 | 103.89平米                                  | 北,https://ke-image.ljcdn.com/500000-inspection/de40a18c-8ed1-42a5-8a6d-22c55cfc49f2.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著精装，小两房居家装修家具家电齐全拎包入住,130万,中楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 58.43平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/e8b72e41-6949-4812-bbba-3d51b8407017.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,精装修，视线好，无遮挡。配套完善，居住安静。,248万,中楼层(共11层)                                                    | 2016年建 |                                 3室2厅 | 95.88平米                                  | 东南,https://ke-image.ljcdn.com/500000-frame/e49ccf21-6a61-469f-8c80-70c331bdfed15.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,户型方正，正规的两室一厅，住家装修，保持好,142万,低楼层(共27层)                                                    | 2008年建 |                                 2室1厅 | 92.8平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/642abf48-b147-4a51-b576-a73ab27d8007.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著经典1改2户型，装修1年保持的新，,110万,中楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 58.43平米                                  | 西,https://ke-image.ljcdn.com/500000-inspection/1fee06bb-b928-4f2f-a3a0-fa6aef5e873f.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,清水两层房，采光无遮挡，小区环境好，,300万,中楼层(共6层)                                                    | 2018年建 |                                 3室2厅 | 114平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,精装修办公室，总价低，适合办公。,426万,高楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 58.43平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/bbe0ddc4-d5d1-4530-960f-9b304208277b.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著北区 4室1厅 南 北新上,280万,高楼层(共8层)                                                    | 2011年建 |                                 4室1厅 | 120.06平米                                  | 南 北,https://ke-image.ljcdn.com/500000-inspection/ce3b90ff-a634-4967-b79b-97ce730a1cdd.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝正规3房2卫带衣帽间装修好看中庭有天街和环线,175万,低楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 125平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/2f9b6e89-1e6c-4148-906b-b7c320b2fced.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,一楼花园洋房 花园面积大带地下室 户型方正带两个车位,410万,低楼层(共7层)                                                4室2厅 | 163.42平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/5f0179ae-d715-4fdd-b8a8-73ca1ca7986c.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖品质 轻轨精装两房 拎包入住新上,87万,低楼层(共39层)                                                    | 2015年建 |                                 2室2厅 | 52平米                                  | 北,https://ke-image.ljcdn.com/500000-frame/f3a60288-53ff-45b9-bfab-399e9f022c7c.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝 天街旁 精装正规一室一厅 朝南户型 大阳台,86万,中楼层(共32层)                                                    | 2008年建 |                                 1室1厅 | 53平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/4f3c5cd4-be3b-46d9-b88e-058ef39a2a33.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,清水房， 采光充足，小区环境好，在小区中庭，,300万,高楼层(共6层)                                                    | 2018年建 |                                 4室2厅 | 105平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,冉家坝大三房 中间视野好 大阳台,185万,高楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 161平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/41be96ca-29f6-4d2d-bef0-29ba20f273f2.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,品质小区 两江春城  环线  轻轨旁,275万,低楼层(共11层)                                                    | 2016年建 |                                 3室2厅 | 98平米                                  | 东南 南,https://ke-image.ljcdn.com/500000-frame/e49ccf21-6a61-469f-8c80-70c331bdfed15.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,环境优美，人车分流，业主自家装修,190万,中楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 118平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/1e7d5b9f-7495-4241-ba88-c8754b1796b3.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,清水跃层洋房，小区环境好，配套齐全，住家舒适度高,430万,高楼层(共7层)                                                5室3厅 | 170平米                                  | 东 西,https://ke-image.ljcdn.com/500000-inspection/95f98f4d-102d-418c-81e8-db071d643969.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,精装修办公室，总价低，适合办公。,426万,高楼层(共39层)                                                    | 2015年建 |                                 3室1厅 | 96.42平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/6a76525b-e08e-4dbc-b8f7-9a5aeb633e35.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,轻轨+天街+端头三房+证在手+诚心出售,200万,低楼层(共32层)                                                    | 2012年建 |                                 3室1厅 | 90.54平米                                  | 东北,https://ke-image.ljcdn.com/hdic-frame/test-9e8cb858-762c-4c47-b387-dc150c33e162.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,位置好源著天街正朝南，三房两卫带衣帽间储藏室,163万,低楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 124.64平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/9d0718df-c1d2-4c68-bab7-1b398b9ae819.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天邻风景正规的三房带露台，看体育公园视野好,200万,高楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 133平米                                  | 西,https://ke-image.ljcdn.com/500000-frame/5a70f4bc-678f-4d4e-ae07-48b0febbe834.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天邻风景精装三房 精装修 保养很新 家电齐全,158万,中楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 105平米                                  | 北,https://ke-image.ljcdn.com/hdic-frame/a6a9c9e9-2ef4-4cc0-84b0-1b86416d9b39.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,渝北区 冉家坝 天邻风景清水3房 户型方正 采光好 安静,170万,中楼层(共32层)                                                    | 2008年建 |                                 3室1厅 | 124.75平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/1d7ef513-ca94-47eb-996d-156653fb4959.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,居家舒适 拎包入住 采光良好 出行方便,150万,中楼层(共39层)                                                    | 2015年建 |                                 3室1厅 | 85平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/a33fed8a-9490-4686-adca-2eee632614fa.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,简装安静两房 买房就收租金 急急,110万,高楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 58平米                                  | 东,https://ke-image.ljcdn.com/500000-frame/2beb57fc-d20e-4247-a30a-639a6a5de4956.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,精装满两年，家电家具齐全，拎包入住,112万,低楼层(共39层)                                                    | 2015年建 |                                 1室1厅 | 52.5平米                                  | 南,https://ke-image.ljcdn.com/500000-frame/305fc218-707d-4dbe-b9eb-d90217d86753.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,渝北冉家坝天邻风景精装露台两房，出让地,190万,低楼层(共32层)                                                    | 2008年建 |                                 2室2厅 | 91.6平米                                  | 北,https://ke-image.ljcdn.com/500000-frame/3f1d26d6-53ff-4e9f-930b-7e3bf8c233f5.JPG!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,渝北 冉家坝 天邻风景清水三房两卫 高楼层采光视野好,160万,高楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 117平米                                  | 东,https://ke-image.ljcdn.com/500000-inspection/a0dcfbc3-ace1-48ac-86c6-282f8fd67f4f.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,天街旁， 朝南三房，视野很好，精装修拎包入住,182万,中楼层(共31层)                                                    | 2008年建 |                                 3室2厅 | 125平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/9d0718df-c1d2-4c68-bab7-1b398b9ae819.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,中高楼层，采光好，住家安静舒适！,159万,高楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 115平米                                  | 东南,https://ke-image.ljcdn.com/500000-frame/825db0bd-d262-447f-8de5-b698ff4e74af9.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝 天邻风景精装3房 中庭位置 住家安静 视野开阔,185万,中楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 124.43平米                                  | 南,https://ke-image.ljcdn.com/500000-inspection/56dd9784-15a7-44b8-8203-80e2e4e88e96.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,精装修办公室，总价低，适合办公。,426万,高楼层(共39层)                                                    | 2015年建 |                                 2室1厅 | 58.43平米                                  | 东,https://ke-image.ljcdn.com/500000-frame/c3f3a12b-2e7b-4486-a766-8fc376077411.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,龙湖源著南区 2室1厅 南,185万,低楼层(共34层)                                                    | 2012年建 |                                 2室1厅 | 88平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/9c122a2f-45ed-4360-b0b5-4643c34252fe.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,大三房带衣帽间和储物间，户型方正，位置安静,210万,高楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 160平米                                  | 西,https://ke-image.ljcdn.com/hdic-frame/e56f6516-0d65-425f-8862-f875fde4f5a3.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,此房满5年，业主诚心出售。户型方正，朝中庭，新上,225万,低楼层(共27层)                                                    | 2005年建 |                                 4室2厅 | 182.06平米                                  | 东南,https://ke-image.ljcdn.com/500000-frame/0b576073-2f1e-464a-b717-81430303124a3.jpg!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,正看体育公园， 视野全无遮挡，精装大三房,190万,高楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 130.91平米                                  | 西,https://ke-image.ljcdn.com/hdic-frame/f65cdd26-67b0-44f9-b16c-6eb9a8f7bf91.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,158万买轻轨龙湖源著精装三房,158万,低楼层(共39层)                                                    | 2015年建 |                                 3室1厅 | 85平米                                  | 东,https://ke-image.ljcdn.com/hdic-frame/837514a0-f45a-4d2f-8010-58829af8c1fd.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,此房满两年，精装修，出让地，装修保养很好，拎包入住,189万,高楼层(共32层)                                                    | 2008年建 |                                 3室2厅 | 133平米                                  | 南,https://ke-image.ljcdn.com/hdic-frame/d19dda89-12e1-48ce-b393-04cd6e013661.png!m_fill,w_280,h_210,f_jpg?from=ke.com
20191026,渝北,石子山,冉家坝轻轨旁  佳居花园小区 交通方便 购物快捷,113万,低楼层(共31层)                                                    | 2008年建 |                                 3室2厅 | 122.8平米                                  | 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,冉家坝 大四房 精装修 看中庭 朝南户型,170万,中楼层(共30层)                                                    | 2005年建 |                                 4室2厅 | 162平米                                  | 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,单价1万的二房，三轨交汇，仅此一套,102万,高楼层(共31层)                                                    | 2008年建 |                                 2室2厅 | 92平米                                  | 东,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,源著北区精装大两房两卫 可看公园太极岭 中高楼层,160万,高楼层(共33层)                                                    | 2011年建 |                                 2室2厅 | 95.55平米                                  | 东,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,渝北冉家坝 三轻轨站内换乘 正规三房两卫 诚心出售,128万,中楼层(共31层)                                                    | 2008年建 |                                 3室2厅 | 109.58平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,户型方正，采光通透，地段成熟，交通便利。,130万,中楼层(共31层)                                                    | 2008年建 |                                 3室2厅 | 122平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,内圈精装洋房 四房 住家精装修 安静 你值得拥有,330万,高楼层(共8层)                                                    | 2011年建 |                                 4室2厅 | 136.3平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,带大露台，精装修，采光充足，视野宽阔,600万,高楼层(共31层)                                                    | 2008年建 |                                 3室2厅 | 500平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,冉家坝轻轨旁 住家大户型  生活配套方便,192万,低楼层(共28层)                                                    | 2008年建 |                                 5室2厅 | 192平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,正规三房， 全新装修， 拎包入住,230万,中楼层(共11层)                                                3室2厅 | 96平米                                  | 南 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,渝北,石子山,采光充足，居住安静有安全，交通方便，,345万,低楼层(共7层)                                                4室2厅 | 144平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
